piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	SID	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
A-MCAU_RE1755-066_SID090	1: 4/4	1: -2	10	10	40.0	10	10	40.0	72.0	74	39	0	0	0	90	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Christe, der du bist Tag und Licht						2022-04-06	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Christe, der du bist Tag und Licht	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-066_SID090.mscx	False	43-72 (G2-C5)	Piano	65-72 (F4-C5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-067	1: 3/4	1: 1	13	13	39.0	18	18	54.0	78.0	63	35	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Christe, mein Leben, mein Hoffen						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Christe, mein Leben, mein Hoffen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-067.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-068	1: 3/4	1: 2	16	16	47.0	24	24	71.0	94.0	86	45	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Schönster Immanuel, Hertzog der						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Schönster Immanuel, Hertzog der	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-068.mscx	False	38-74 (D2-D5)	Piano	62-74 (D4-D5)	Piano	38-59 (D2-B3)
A-MCAU_RE1755-069_SID014	1: 4/4	1: -2	16	16	64.0	16	16	64.0	128.0	114	58	0	0	0	14	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Christus der uns selig macht						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Christus der uns selig macht	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-069_SID014.mscx	False	41-74 (F2-D5)	Piano	62-74 (D4-D5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-070_SID009	1: 4/4	1: -1	11	11	44.0	11	11	44.0	78.0	69	37	0	0	0	9	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Christ fuhr gen Himmel, was						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Christ fuhr gen Himmel, was	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-070_SID009.mscx	False	41-72 (F2-C5)	Piano	60-72 (C4-C5)	Piano	41-53 (F2-F3)
A-MCAU_RE1755-071_SID010	1: 4/4	1: -1	10	10	40.0	10	10	40.0	76.0	69	38	0	0	0	10	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Christ ist erstanden, von der						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Christ ist erstanden, von der	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-071_SID010.mscx	False	41-72 (F2-C5)	Piano	60-72 (C4-C5)	Piano	41-53 (F2-F3)
A-MCAU_RE1755-072_SID013	1: 4/4	1: -3	9	9	36.0	9	9	36.0	64.0	54	28	0	0	0	13	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Christus der ist mein Leben						2021-01-28	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Christus der ist mein Leben	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-072_SID013.mscx	False	41-75 (F2-Eb5)	Piano	63-75 (Eb4-Eb5)	Piano	41-53 (F2-F3)
A-MCAU_RE1755-073	1: 4/4	1: -1	13	13	52.0	19	19	76.0	90.0	85	43	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Das Jesulein kan keine Herberg finden						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Das Jesulein kan keine Herberg finden	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-073.mscx	False	41-76 (F2-E5)	Piano	65-76 (F4-E5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-074	1: 4/4	1: 1	25	25	100.0	25	25	100.0	176.0	166	85	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Das ist ein theures Wort, daß Jesus						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Das ist ein theures Wort, daß Jesus	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-074.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-60 (D2-C4)
A-MCAU_RE1755-075_SID018	1: 4/4	1: 2	15	15	60.0	20	20	80.0	108.0	103	53	0	0	0	18	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Das ist mir lieb, daß Gott mein Hort						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Das ist mir lieb, daß Gott mein Hort	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-075_SID018.mscx	False	40-74 (E2-D5)	Piano	62-74 (D4-D5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-076_SID082	1: 4/4	1: 3	22	22	88.0	28	28	112.0	152.0	148	78	0	0	0	82	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Dein Mittler kommt, auf blöde						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Dein Mittler kommt, auf blöde	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-076_SID082.mscx	False	40-76 (E2-E5)	Piano	61-76 (C#4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-077_SID092	1: 4/4	1: 1	10	10	40.0	10	10	40.0	72.0	62	34	0	0	0	92	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Nun laßt uns Gott dem						2022-04-06	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Nun laßt uns Gott dem	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-077_SID092.mscx	False	38-72 (D2-C5)	Piano	62-72 (D4-C5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-078	1: 4/4	1: 2	19	19	76.0	19	19	76.0	140.0	133	70	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Der du bist A und O Anfang						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Der du bist A und O Anfang	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-078.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-079	1: 4/4	1: 3	14	14	56.0	19	19	76.0	100.0	91	49	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Der lieben Sonnen Licht und						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Der lieben Sonnen Licht und	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-079.mscx	False	45-76 (A2-E5)	Piano	64-76 (E4-E5)	Piano	45-57 (A2-A3)
A-MCAU_RE1755-080	1: 4/4	1: 1	15	15	60.0	20	20	80.0	100.0	90	48	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Der Tag hat sich geneigt						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Der Tag hat sich geneigt	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-080.mscx	False	38-74 (D2-D5)	Piano	62-74 (D4-D5)	Piano	38-59 (D2-B3)
A-MCAU_RE1755-081_SID062	1: 4/4	1: 1	10	10	40.0	10	10	40.0	70.0	61	33	0	0	0	62	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Der Tag ist hin: mein Geist						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Der Tag ist hin: mein Geist	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-081_SID062.mscx	False	40-72 (E2-C5)	Piano	63-72 (D#4-C5)	Piano	40-52 (E2-E3)
A-MCAU_RE1755-082_SID015	1: 4/4	1: 1	15	15	60.0	20	20	80.0	108.0	107	55	0	0	0	15	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Der Weg, den Christus selbst gegangen						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Der Weg, den Christus selbst gegangen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-082_SID015.mscx	False	43-76 (G2-E5)	Piano	62-76 (D4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-083_SID079	1: 4/4	1: 1	10	10	40.0	10	10	40.0	72.0	71	38	0	0	0	79	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Die Liebe zeigt ohn Heucheley						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Die Liebe zeigt ohn Heucheley	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-083_SID079.mscx	False	42-74 (F#2-D5)	Piano	62-74 (D4-D5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-084	1: 4/4	1: 2	9	9	36.0	14	14	56.0	60.0	54	30	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Die Macht ist vor der Thür						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Die Macht ist vor der Thür	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-084.mscx	False	42-74 (F#2-D5)	Piano	62-74 (D4-D5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-085_SID093	1: 4/4	1: -1	10	10	40.0	15	15	60.0	72.0	68	37	0	0	0	93	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Dies ist der Tag der Frölichkeit						2022-04-06	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Dies ist der Tag der Frölichkeit	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-085_SID093.mscx	False	41-77 (F2-F5)	Piano	65-77 (F4-F5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-086_SID016	1: 4/4	1: 0	11	11	44.0	11	11	44.0	80.0	73	39	0	0	0	16	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Dies sind die heilgen zehn Gebot						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Dies sind die heilgen zehn Gebot	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-086_SID016.mscx	False	38-74 (D2-D5)	Piano	65-74 (F4-D5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-087_SID033	1: 4/4	1: 1	12	12	48.0	17	17	68.0	82.0	74	40	0	0	0	33	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Du bist ja ganz mein eigen						2021-03-03	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Du bist ja ganz mein eigen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-087_SID033.mscx	False	43-74 (G2-D5)	Piano	64-74 (E4-D5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-088	1: 3/4	1: -1	24	24	72.0	32	32	96.0	144.0	117	65	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Du bistr ja, Jesu, meine Freude						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Du bistr ja, Jesu, meine Freude	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-088.mscx	False	41-77 (F2-F5)	Piano	65-77 (F4-F5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-089	1: 4/4	1: -1	10	10	40.0	15	15	60.0	68.0	62	32	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Du Friedens-Fürst, Herr Jesu						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Du Friedens-Fürst, Herr Jesu	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-089.mscx	False	41-72 (F2-C5)	Piano	64-72 (E4-C5)	Piano	41-53 (F2-F3)
A-MCAU_RE1755-090	1: 4/4	1: -1	13	13	49.0	13	13	49.0	88.0	84	43	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Du Gesit des Herrn, der du von Gott						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Du Gesit des Herrn, der du von Gott	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-090.mscx	False	41-74 (F2-D5)	Piano	62-74 (D4-D5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-091	1: 4/4	1: 1	16	16	61.0	16	16	61.0	112.0	105	55	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Du liebe Unschlud du						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Du liebe Unschlud du	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-091.mscx	False	42-76 (F#2-E5)	Piano	62-76 (D4-E5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-092	1: 4/4	1: 0	14	14	56.0	19	19	76.0	92.0	82	43	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Du, meine Seele, singe						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Du, meine Seele, singe	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-092.mscx	False	41-76 (F2-E5)	Piano	60-76 (C4-E5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-093_SID067	1: 4/4	1: -1	16	16	64.0	20	20	80.0	128.0	121	62	0	0	0	67	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ehr und Danck sey dir gesungen						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ehr und Danck sey dir gesungen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-093_SID067.mscx	False	40-77 (E2-F5)	Piano	62-77 (D4-F5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-094_SID019	1: 4/4	1: 1	19	19	76.0	24	24	96.0	140.0	132	70	0	0	0	19	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ein Kindelein so löbelich						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ein Kindelein so löbelich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-094_SID019.mscx	False	42-76 (F#2-E5)	Piano	60-76 (C4-E5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-095	1: 3/4	1: -2	16	15	45.0	16	15	45.0	90.0	63	33	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ein Kind gebohrn zu Bethlehem						2022-06-22	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ein Kind gebohrn zu Bethlehem	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-095.mscx	False	38-72 (D2-C5)	Piano	65-72 (F4-C5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-096_SID078	1: 4/4	1: 1	18	18	72.0	18	18	72.0	126.0	116	62	0	0	0	78	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ein Würmlein bin ich arm und klein						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ein Würmlein bin ich arm und klein	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-096_SID078.mscx	False	42-74 (F#2-D5)	Piano	62-74 (D4-D5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-097_SID020	1: 4/4	1: -1	21	21	84.0	26	26	104.0	148.0	138	74	0	0	0	20	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ein Lämmlein geht und trägt						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ein Lämmlein geht und trägt	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-097_SID020.mscx	False	38-74 (D2-D5)	Piano	60-74 (C4-D5)	Piano	38-58 (D2-Bb3)
A-MCAU_RE1755-098	1: 4/4	1: -1	14	14	56.0	21	21	84.0	100.0	95	52	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ein´s Christen Hertz sehnt sich						2022-06-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ein´s Christen Hertz sehnt sich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-098.mscx	False	41-76 (F2-E5)	Piano	62-76 (D4-E5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-099	1: 4/4, 5: 3/4	1: -1	21	21	65.0	25	25	81.0	128.0	135	75	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Eins ist Noth! ach Herr!						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Eins ist Noth! ach Herr!	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-099.mscx	False	36-77 (C2-F5)	Piano	65-77 (F4-F5)	Piano	36-60 (C2-C4)
A-MCAU_RE1755-100	1: 3/4	1: -1	26	25	72.0	40	38	111.0	144.0	116	62	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Entbinde mich mein Gott						2022-06-22	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Entbinde mich mein Gott	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-100.mscx	False	36-77 (C2-F5)	Piano	62-77 (D4-F5)	Piano	36-60 (C2-C4)
