piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	SID	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
A-MCAU_RE1755-170_SID063	1: 4/4	1: -1	11	11	44.0	11	11	44.0	86.0	77	42	0	0	0	63	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O wie selig seyd ihr doch, ihr Frommen						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O wie selig seyd ihr doch, ihr Frommen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-170_SID063.mscx	False	38-76 (D2-E5)	Piano	64-76 (E4-E5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-171_SID064	1: 4/4	1: -3	20	20	80.0	20	20	80.0	160.0	128	65	0	0	0	64	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O wir armen Sünder!						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O wir armen Sünder!	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-171_SID064.mscx	False	41-75 (F2-Eb5)	Piano	63-75 (Eb4-Eb5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-172	1: 4/4	1: 1	13	13	52.0	21	21	84.0	94.0	90	48	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O Jesu, schönste Seelen-Zier						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O Jesu, schönste Seelen-Zier	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-172.mscx	False	42-76 (F#2-E5)	Piano	64-76 (E4-E5)	Piano	42-54 (F#2-F#3)
A-MCAU_RE1755-173	1: 4/4	1: 1	11	11	44.0	11	11	44.0	88.0	76	39	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Reiner Bräutigam, unbeflecktes						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Reiner Bräutigam, unbeflecktes	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-173.mscx	False	43-74 (G2-D5)	Piano	66-74 (F#4-D5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-174	1: 4/4	1: 0	12	12	48.0	18	18	72.0	84.0	80	42	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Wer ist wol würdig, isch zu nahen						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Wer ist wol würdig, isch zu nahen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-174.mscx	False	41-77 (F2-F5)	Piano	60-77 (C4-F5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-175	1: 3/4	1: 0	32	32	90.0	44	44	123.0	180.0	144	81	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		So ruth mein Muth in Jesu Blut und						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	So ruth mein Muth in Jesu Blut und	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-175.mscx	False	38-76 (D2-E5)	Piano	60-76 (C4-E5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-176	1: 4/4	1: 1	8	8	32.0	12	12	48.0	64.0	67	36	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Sieh hier bin ich Ehren-König						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Sieh hier bin ich Ehren-König	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-176.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-177	1: 4/4	1: 4	17	17	68.0	23	23	92.0	116.0	108	56	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Wach auf, wach auf, du sichre Welt						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Wach auf, wach auf, du sichre Welt	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-177.mscx	False	42-75 (F#2-D#5)	Piano	64-75 (E4-D#5)	Piano	42-54 (F#2-F#3)
A-MCAU_RE1755-178	1: 4/4	1: 1	19	19	76.0	19	19	76.0	136.0	119	65	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Wacht auf, ihr Schriften alle						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Wacht auf, ihr Schriften alle	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-178.mscx	False	43-74 (G2-D5)	Piano	62-74 (D4-D5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-179	1: 4/4	1: 0	13	13	52.0	18	18	72.0	94.0	86	45	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Wenn meine Sünd mich kräncken						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Wenn meine Sünd mich kräncken	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-179.mscx	False	43-76 (G2-E5)	Piano	64-76 (E4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-180	1: 4/4	1: 1	14	14	56.0	20	20	80.0	98.0	94	49	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Wen seh´ ich dort an jenem Berge liegen						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Wen seh´ ich dort an jenem Berge liegen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-180.mscx	False	42-78 (F#2-F#5)	Piano	64-78 (E4-F#5)	Piano	42-59 (F#2-B3)
A-MCAU_RE1755-181	1: 3/4	1: -2	20	20	60.0	28	28	84.0	120.0	108	58	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Seligstes Weesen, unendliche Wonne						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Seligstes Weesen, unendliche Wonne	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-181.mscx	False	41-77 (F2-F5)	Piano	62-77 (D4-F5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-182_SID084	1: 4/4	1: -1	31	31	124.0	31	31	124.0	240.0	219	113	0	0	0	84	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Wir gläuben all an einen Gott						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Wir gläuben all an einen Gott	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-182_SID084.mscx	False	40-76 (E2-E5)	Piano	61-76 (C#4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-183	1: 4/4	1: 4	12	12	48.0	16	16	64.0	96.0	95	49	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O Durchbrecher aller Bande						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O Durchbrecher aller Bande	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-183.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-59 (E2-B3)
A-MCAU_RE1755-184	1: 4/4	1: -2	16	16	64.0	16	16	64.0	112.0	105	53	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ich armes Menschen-Kind						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ich armes Menschen-Kind	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-184.mscx	False	41-74 (F2-D5)	Piano	62-74 (D4-D5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-185	1: 4/4, 14: 3/4	1: 1	21	21	76.0	21	21	76.0	152.0	125	66	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Welt ade! ich bin dein müde						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Welt ade! ich bin dein müde	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-185.mscx	False	43-74 (G2-D5)	Piano	64-74 (E4-D5)	Piano	43-59 (G2-B3)
A-MCAU_RE1755-186	1: 4/4	1: 1	9	9	36.0	9	9	36.0	72.0	66	33	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Liebster Jesu, du wirst kommen						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Liebster Jesu, du wirst kommen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-186.mscx	False	43-76 (G2-E5)	Piano	64-76 (E4-E5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-187	1: 4/4	1: 2	13	13	52.0	20	20	80.0	92.0	87	48	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Was ist der Mensch, daß du Herr						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Was ist der Mensch, daß du Herr	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-187.mscx	False	43-76 (G2-E5)	Piano	62-76 (D4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-188	1: 4/4	1: 1	13	13	52.0	18	18	72.0	100.0	99	51	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Liebes Hertz, bedencke doch						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Liebes Hertz, bedencke doch	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-188.mscx	False	40-74 (E2-D5)	Piano	64-74 (E4-D5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-189_SID071	1: 4/4	1: 2	10	10	40.0	10	10	40.0	72.0	66	33	0	0	0	71	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Vom Himmel hoch da komm						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Vom Himmel hoch da komm	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-189_SID071.mscx	False	43-74 (G2-D5)	Piano	62-74 (D4-D5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-190	1: 4/4	1: 1	8	8	32.0	8	8	32.0	64.0	53	28	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Den die Engel droben						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Den die Engel droben	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-190.mscx	False	42-74 (F#2-D5)	Piano	67-74 (G4-D5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-191	1: 4/4	1: -2	9	9	36.0	9	9	36.0	72.0	61	31	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Höchster Priester, der du dich						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Höchster Priester, der du dich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-191.mscx	False	43-77 (G2-F5)	Piano	66-77 (F#4-F5)	Piano	43-58 (G2-Bb3)
A-MCAU_RE1755-192	1: 4/4	1: 1	18	18	72.0	22	22	88.0	128.0	113	57	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Verborgener Gott! du wohnst in einem Lichte						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Verborgener Gott! du wohnst in einem Lichte	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-192.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-193	1: 3/4	1: 0	17	17	49.0	25	25	73.0	98.0	92	48	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Friede! ach Friede! ach göttl.						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Friede! ach Friede! ach göttl.	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-193.mscx	False	45-76 (A2-E5)	Piano	64-76 (E4-E5)	Piano	45-57 (A2-A3)
A-MCAU_RE1755-194	1: 3/4	1: -3	16	16	48.0	24	24	72.0	96.0	83	44	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Lobe, o Seele, den mächtigen Herrn						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Lobe, o Seele, den mächtigen Herrn	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-194.mscx	False	39-75 (Eb2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	39-58 (Eb2-Bb3)
A-MCAU_RE1755-195	1: 4/4	1: -1	14	14	56.0	14	14	56.0	108.0	96	50	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Treuer Vater! deine Liebe						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Treuer Vater! deine Liebe	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-195.mscx	False	41-76 (F2-E5)	Piano	62-76 (D4-E5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-196	1: 4/4	1: 3	9	9	36.0	14	14	56.0	68.0	59	31	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! ihr Christen, Christi-Glieder						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! ihr Christen, Christi-Glieder	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-196.mscx	False	40-76 (E2-E5)	Piano	69-76 (A4-E5)	Piano	40-59 (E2-B3)
A-MCAU_RE1755-197	1: 4/4	1: -2	57	57	228.0	97	97	388.0	400.0	320	162	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Kyrie! Eleison! (die Litaney)						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Kyrie! Eleison! (die Litaney)	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-197.mscx	False	38-74 (D2-D5)	Piano	67-74 (G4-D5)	Piano	38-58 (D2-Bb3)
A-MCAU_RE1755-198	1: 4/4	1: -2	49	49	196.0	94	94	376.0	356.0	302	154	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Kyrie! Ach Vater allerhöchster Gott						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Kyrie! Ach Vater allerhöchster Gott	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-198.mscx	False	41-75 (F2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-199	1: 4/4	1: 0	9	9	36.0	14	14	56.0	68.0	59	30	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Seele! geh auf Golgatha						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Seele! geh auf Golgatha	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-199.mscx	False	41-76 (F2-E5)	Piano	60-76 (C4-E5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-200	1: 4/4	1: 3	12	12	48.0	16	16	64.0	96.0	92	47	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Du, o schönes Weltgebäude						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Du, o schönes Weltgebäude	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-200.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-201	1: 4/4	1: 0	10	10	40.0	15	15	60.0	72.0	67	35	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ach! sagt mir nichts von Gold und						2022-07-26	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ach! sagt mir nichts von Gold und	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-201.mscx	False	41-77 (F2-F5)	Piano	60-77 (C4-F5)	Piano	41-55 (F2-G3)
